cell_line_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
SKHEP1,0.51371,0.18173,1.190856,0.64054,-0.335958,0.010406,1.729809,0.701249,-0.155771,0.088971,0.357479,0.072737,-0.452401,-2.277663,-2.092258,-0.17241,-1.563525,0.120293,-0.598487,-1.31756,1.462438,-0.738243,0.358843,-1.602402,-0.657421,0.219749,-0.995279,0.353684,-0.921589,-0.415068,-0.546155,0.997088
SKLU1,0.397888,0.01871,0.181666,2.507412,0.33822,-0.919141,2.679094,0.900268,-0.385395,0.438899,-0.125458,-0.386862,-0.100599,-3.006026,-2.91499,-0.618241,-0.99665,0.723519,-1.209124,-2.36737,1.515403,0.290198,-0.156781,-1.732925,-1.227359,0.30879,-1.68673,0.999228,-0.37401,-0.617322,-0.825474,2.0706
SKM1,-0.530944,-0.478484,0.332219,0.710785,-0.01,-0.235135,1.034909,0.307979,0.182658,-0.691614,-2.127989,-0.025727,-0.625298,-0.794836,-0.771865,0.591327,-0.16453,0.19603,0.091688,-0.324054,0.298664,0.454479,-0.530571,-0.351159,-0.969714,0.141894,-0.31776,0.973445,-0.998663,-0.405427,0.194781,0.834313
SKMEL1,0.599606,-0.619878,0.368891,2.184612,-0.265913,-0.052462,1.562121,0.195574,-0.01461,0.808091,0.677515,-0.985465,0.659454,-2.618122,-1.690484,-0.088455,-2.074875,0.219841,-1.212917,-1.799504,1.695845,0.328776,0.002621,-1.358546,-0.50119,0.114669,-1.725185,0.939556,-0.468446,-0.101734,-1.020393,1.670174
SKMEL24,0.389773,-0.900073,-0.22094,1.164783,0.036005,-0.551809,1.009802,0.33093,-0.679306,0.345014,0.636952,0.079278,0.745155,-1.256288,-2.158784,-1.152104,-1.52778,0.969559,-1.147116,-1.984316,1.194458,-0.3365,0.199169,-1.245134,-0.937787,0.449536,-1.426854,0.283284,-0.234428,-0.60152,-0.863518,2.077728
SKMEL3,-0.033561,-0.302433,0.793329,2.239137,0.116353,0.049984,1.522204,0.074162,-0.315829,0.416909,-0.208015,-0.312393,0.382414,-1.678402,-1.343457,-1.061406,-0.966007,0.945508,-0.563239,-1.134431,2.114486,-0.8601,-0.500986,-0.277519,-0.410262,-0.033015,-1.515611,0.522844,-0.205783,-0.779389,-0.549001,1.306363
SKMEL30,0.523415,-0.669695,1.141589,1.670373,-0.367994,-0.294602,1.188977,0.221789,-0.595456,0.296789,0.437514,0.102549,0.65995,-1.338171,-1.931845,-0.468374,-0.321056,-0.378965,-0.404588,0.036991,1.697689,0.527277,0.162928,-0.650255,-0.792302,0.486236,-0.589095,0.444043,0.179844,-0.501605,-0.572538,1.522302
SKMEL5,-0.033035,-0.020639,-0.231262,2.000687,-0.20379,-0.487539,1.114516,0.627057,-0.111221,0.800107,-0.802245,-0.874738,0.563132,-2.216894,-1.64307,-0.483494,-0.826329,0.733929,-1.512188,-2.325395,1.137832,0.68178,1.076584,-0.466297,-0.624496,-0.783472,-2.287886,0.057376,-0.681606,0.367394,-0.149702,1.910256
SKMES1,0.026189,-0.611527,0.741368,1.793052,-0.026143,-0.739367,1.823147,0.940833,-0.980609,0.122434,-0.095283,-0.558978,1.024064,-1.564097,-1.879324,-0.538408,-0.928934,-0.066146,-1.317515,-0.988812,1.812739,0.087752,0.821707,-1.622197,0.320813,-0.345255,-1.598009,-0.523647,-0.792577,-0.52852,-0.307723,1.878749
SKMM2,-0.149201,-0.320869,0.397506,0.483481,-0.701326,-0.596245,2.138877,0.786792,-0.091672,-0.260748,0.179805,0.231166,-0.781288,-2.075547,-1.305387,-0.18414,-1.251291,0.130227,-1.116356,-1.216555,1.91839,-0.58883,0.561219,-1.673807,-0.914024,0.509182,-0.575489,0.764017,-1.198767,-0.495643,-0.130336,1.688728
SKNAS,-0.083444,0.102951,0.233809,2.287489,0.558685,0.088328,2.122014,0.732913,-0.045819,1.234111,-0.30026,-0.552713,-0.631447,-1.788016,-1.1628,-0.040441,-0.672333,0.016197,-1.817258,-1.536763,1.185677,-0.362554,0.370918,-0.307677,-0.43515,-0.007115,-1.180242,0.405131,-0.962412,-0.20616,-0.323834,1.795609
SKNDZ,0.553349,0.126525,-0.462716,1.31366,-0.488515,-0.700916,0.479711,0.718251,-0.418066,-0.486448,-0.063802,-1.024135,0.228021,-1.130984,-0.68436,0.523415,-1.344173,0.179108,-0.731516,-0.705996,1.065563,-0.323807,-0.176325,-1.489228,0.138204,0.302085,-0.293233,0.090302,-0.720905,-0.729765,-0.213727,0.690475
SKNFI,1.332414,-0.767414,0.668948,2.034694,0.107173,-0.104522,0.813183,-0.060388,-0.000678,1.198822,-0.600152,-0.952158,-1.030297,-2.062265,-1.473959,0.337606,-0.495539,0.410717,-0.94606,-1.451881,1.906948,-0.08512,-0.995822,-1.507292,-0.876353,-0.182002,-0.66416,0.254938,-0.531896,0.417091,-0.842571,2.453865
SKNSH,0.013414,-0.052567,0.314563,1.132023,0.057744,0.052377,0.733238,-0.02214,0.921661,0.139293,0.023938,-1.131114,0.030233,-1.408163,-0.975783,-1.756376,-0.6287,-0.354033,-0.475944,-1.510665,0.602248,-0.295479,-0.478709,-1.239013,-0.979254,-0.838634,-0.299886,-0.384001,-0.511441,0.171457,-0.730323,0.889111
SKOV3,0.711618,0.39237,0.195753,1.760051,-1.148383,-0.478716,1.919923,0.497383,-0.794174,-0.050374,-0.519841,-0.033319,-0.257027,-2.61668,-1.82711,-0.071465,-1.966972,0.29425,-0.952528,-1.752737,0.527589,-0.021497,0.841034,-1.658373,-1.171489,-0.122911,-0.501895,0.907666,-0.403707,-0.17326,-1.055575,2.131556
SKPNDW,0.242385,0.196472,1.12132,1.421836,-0.84232,-0.020621,1.262871,0.744117,-0.580534,1.764369,-0.901029,-0.80539,0.253849,-0.025309,-1.395116,-0.451402,-0.035036,0.169063,-0.68162,-0.517133,0.966424,0.387336,0.683983,-0.653497,-0.16248,0.169884,-0.407375,0.240386,-0.340515,0.433094,0.417243,0.295381
SKUT1,0.417647,-0.459208,0.38257,1.466488,0.1402,-0.250568,0.355233,0.15501,0.058242,-0.919491,0.208738,-0.126282,0.859094,-1.688708,-2.463648,-0.251929,-0.204065,0.723416,-1.085671,-1.129866,0.951143,-0.597193,0.533792,-1.78235,-0.899144,-0.459866,-1.701291,0.385312,0.081782,-0.334758,-1.252731,1.958719
SNGM,1.238297,-0.433197,0.276364,1.470352,0.624522,-0.446319,0.591026,0.926683,0.025774,0.435011,-0.648005,0.12641,0.45665,-1.907428,-1.348702,-1.123505,-0.463395,0.119063,-0.940756,-1.140807,1.186993,0.267719,0.349306,-1.212482,-0.051562,0.288677,-1.129634,0.236743,-0.552295,0.020406,-0.662545,1.27944
SNU175,1.289704,0.384878,0.017827,1.221661,-0.084757,0.051854,1.039396,1.066555,-0.115771,0.302461,0.236237,-0.169637,0.209471,-1.019061,-1.107093,-0.341019,-0.915924,-0.182419,-1.057438,-1.56412,0.46106,-0.225916,0.093068,-1.011426,-1.512478,0.855476,-0.164263,0.453817,0.584539,-0.667983,0.57395,0.655968
SNU398,0.479446,-0.737149,0.476869,1.297156,-0.247087,0.187208,1.194308,0.29512,-0.623737,0.798769,-0.662811,0.120085,0.786759,-2.22133,-0.683962,0.622599,-0.608218,0.527346,-0.139741,-1.161547,1.153616,-0.820769,0.11827,-0.783771,-0.136552,0.613122,-1.221778,0.006047,0.512339,-0.286618,-0.336172,1.309246
SNU423,0.06007,0.680683,0.350191,0.880266,-0.447359,-1.222827,1.17153,0.243503,-0.136371,0.177667,0.004559,0.257707,0.61998,-1.92158,-1.564752,-1.295569,-1.027105,-0.132297,-0.513689,-0.052559,1.63942,-1.209617,-0.116595,-1.289488,-0.472424,-0.260246,-0.968554,-0.26507,-1.04189,0.046358,-1.07828,2.025159
SNU61,-0.115667,0.724009,0.354895,1.633038,-0.102953,-0.550916,1.880941,1.166896,-0.057551,1.017337,-0.616823,-0.606883,1.45176,-1.717021,-2.437078,-0.594195,-1.32793,0.292353,-1.655033,-1.823979,2.58491,0.030876,-1.168216,-1.023913,-0.078862,-0.052563,-0.960013,0.000722,-0.923254,0.415092,-0.825215,1.187212
SNU81,0.432251,-0.168425,1.204088,1.42959,-0.429477,0.303858,1.535289,0.341728,0.139037,0.603551,-0.431342,-0.34601,-0.309355,-2.05072,-1.609182,-0.622476,-0.309712,0.402192,-0.42059,-1.314312,1.896975,-0.012098,0.069778,-1.337274,-0.985641,0.357053,-1.095064,0.099884,-0.007731,-0.897533,-0.773207,2.24378
SNUC1,0.671866,-0.167035,0.795867,1.666061,-1.000683,-0.416965,2.442765,0.464642,-0.645062,0.290746,-0.52315,-0.773597,0.493805,-1.881611,-1.398536,-1.107445,-1.218462,0.212388,-0.711992,-1.858362,1.974791,0.359527,-0.424544,-1.720068,-0.829408,1.430999,-1.406242,1.227665,-1.254984,-0.796732,-0.966076,1.494285
ST486,0.088717,-0.41637,-0.119326,1.261978,0.506931,0.36969,0.969927,0.390396,-0.458971,-0.233361,-0.026243,-0.795592,-0.388494,-0.281227,0.17708,-0.055414,0.099198,0.017946,-1.075885,-0.32702,0.941664,-0.065376,-0.090916,-0.157579,-0.736902,-0.337166,-1.020019,0.210904,-0.8132,-0.472881,-0.62261,0.700033
SU8686,-0.089051,-0.138621,1.477262,2.074998,0.462062,0.358422,2.470165,1.048771,-0.607486,1.096958,-0.806589,-1.555061,0.564892,-3.08711,-2.754398,-0.740946,-1.382407,-0.291881,-1.11397,-1.378253,1.367457,0.338684,-0.691088,-0.819061,-0.92309,0.218997,-2.46295,0.464077,-0.677361,-0.427514,-1.07455,1.967897
SUDHL4,0.773681,-0.042611,1.042142,0.375812,-0.315646,0.309555,-0.148861,-0.284721,0.351754,-0.358313,-1.103972,0.738847,-0.595383,-0.710739,-0.689221,-1.641246,-0.558635,0.356063,-0.203846,-0.140832,0.42123,0.261518,-0.31633,-1.303048,-0.877283,-0.684513,0.021844,-0.599646,-0.115004,-0.255355,-0.303796,1.459007
SUIT2,0.372171,0.141184,0.789915,1.7373,0.871203,-0.999433,2.524766,1.241906,-0.798716,1.460628,-1.475797,-0.815378,-0.316162,-2.071897,-2.610207,-0.452924,-1.299088,0.134464,-0.886764,-1.81579,1.200674,1.131879,-0.163185,-2.8051,-1.069188,-0.501575,-0.957292,0.60813,-0.51576,-0.5323,-0.856063,2.019844
SUPT1,0.236186,0.340622,0.528947,1.098729,0.119303,0.311754,1.024055,0.607059,0.332799,-0.030194,-0.6861,-0.852478,0.226285,-1.992997,-0.730093,-0.367918,0.002943,-0.160852,-0.607635,-0.225872,1.508267,-0.465885,0.128519,-0.646698,-0.116518,-0.069479,-0.000673,-0.735503,-0.545257,0.061426,-0.106675,1.708519
SW1088,1.086883,-0.278546,1.285962,1.138586,0.235506,0.67534,2.15825,0.806502,-0.626911,-0.231505,-0.299804,-1.014953,-0.158962,-2.474203,-1.924055,-0.566148,-0.857787,0.008336,-0.357033,-1.490977,1.045397,-0.108565,1.048089,-1.231514,-0.716008,-0.654805,-1.239975,0.486397,-0.783614,-1.119134,-1.016155,2.546196
SW1116,1.29974,-0.60553,1.096239,1.197515,0.427452,-0.152069,2.327535,0.042799,-0.211964,0.632688,-0.117712,-0.088955,0.31676,-2.545054,-1.633806,-0.689747,-1.624635,-0.091405,-1.803866,-1.912044,2.270829,-0.175963,-0.185661,-1.269071,-1.054902,0.177808,-1.440148,0.83033,-1.493277,-0.767311,-1.525038,2.043274
SW1271,1.22407,-0.424848,0.550961,2.331872,0.242779,-0.335761,2.308309,0.416897,0.104542,1.749783,-0.316298,-1.62195,0.022102,-2.075417,-2.35808,-0.063889,-0.966788,0.037967,-1.114261,-2.205084,1.733284,-0.558364,0.671446,-0.715654,-1.393293,-0.823521,-1.555451,-0.291504,-0.724625,0.01134,-0.00199,2.406586
SW1573,0.571248,-1.175087,0.883901,2.083337,0.004662,-0.669038,1.905704,0.292805,-1.776848,0.175216,-1.408222,-0.457811,0.066248,-2.841498,-2.811335,-2.372271,-0.607583,-0.077634,-1.427036,-2.62627,2.45651,-0.231839,-0.322392,-2.11167,0.107175,0.112649,-1.638362,0.03443,-1.754841,-0.472198,-0.646244,3.040155
SW1710,-0.632369,-0.699467,0.351014,1.506465,-0.304391,-0.292702,1.76789,0.308318,0.002166,0.754005,-0.618823,0.339257,1.017815,-1.42821,-3.217407,0.232658,-0.605594,1.314393,-0.280454,-0.609386,1.89071,0.450768,1.063933,-1.302603,-1.325199,-0.043888,-0.944818,0.409485,-1.218073,-1.104388,-0.966431,2.238119
SW1990,1.343478,0.304266,1.250198,1.656152,-1.131873,-0.488424,1.629762,0.606348,-0.495618,0.825088,-0.089711,-0.657854,-0.682349,-2.372713,-1.899595,-0.014949,-1.412134,0.606324,-0.866438,-1.551268,2.097908,-0.581921,-0.212371,-1.593031,-0.926482,0.377567,-1.638731,0.531656,-0.71916,-0.217466,-0.900134,1.893778
SW620,0.54891,-0.038394,0.651052,2.388562,-0.731497,-0.268214,0.805723,0.959951,-1.031059,0.407983,-0.65336,-0.329214,-0.032392,-2.227076,-1.021544,-0.424748,-1.301902,0.191482,-0.093008,-1.541802,1.133377,-0.570179,-0.206465,-1.734018,-1.1888,-0.450242,-1.575365,0.674653,-0.796325,-0.397736,0.028261,2.51541
SW626,0.403529,-0.467023,0.277902,2.016219,-0.359076,-0.449952,1.324597,0.456573,-0.354697,-0.062863,-0.010651,-0.777543,0.190466,-2.766186,-1.897361,-0.780645,-1.135496,1.080391,-0.906697,-1.945762,1.251259,0.050027,0.723384,-1.421117,-0.252498,0.426483,-0.552403,-0.562884,-0.324923,0.172059,-1.329065,1.587981
SW780,0.083148,-0.505951,0.422249,1.68059,0.19311,0.300948,1.197897,0.363353,0.17726,0.878849,-0.433018,-0.240149,0.232821,-1.696537,-1.934016,-0.441271,-1.792216,-0.022164,-1.268147,-1.633121,1.037284,-0.497923,-0.688071,-1.184316,-0.598599,-0.739041,-1.59581,0.552943,-0.886449,-0.647109,,2.068173
SW837,-0.188629,0.127661,0.290354,1.614739,-0.267341,-0.513147,1.17177,0.675319,0.312158,-0.102414,0.352107,-0.626375,0.275642,-2.583104,-2.22457,-0.85091,-1.602627,0.23056,-1.171553,-0.580267,0.979542,-0.189355,0.195915,-2.054085,-0.236953,-0.080909,-2.47327,0.730457,-1.198812,-0.834862,-0.297529,1.801134
SW982,0.794548,0.511649,0.115221,1.425841,-0.535963,0.958336,0.720698,1.031649,0.104641,0.524687,-0.648433,-0.390423,-0.913284,-1.180717,-0.990831,-0.313224,-2.171089,-0.420461,-0.987656,-0.808556,1.135103,-0.237684,0.363256,-1.475916,-0.062757,0.312329,-0.589024,0.162863,0.509481,0.049481,-0.89078,1.375857
T24,0.910607,-0.442799,1.24142,1.829493,-1.423142,-0.102049,1.495903,1.094197,-0.032953,0.681267,0.334081,-0.590386,0.572712,-1.655837,-1.904341,-0.215522,-1.386941,0.126783,-1.633097,-1.398653,1.739372,0.346741,0.468217,-1.675143,-1.174737,0.335756,-0.682863,0.781769,-0.103929,-0.419749,-0.880626,1.624231
T47D,0.41155,-0.161633,0.67642,1.282944,-0.273995,-0.595514,1.868113,0.717293,-0.502618,0.106348,-1.075993,0.2419,0.49141,-2.504849,-1.144654,-0.036277,-0.833975,1.077105,-0.695069,-1.958033,1.479406,-0.077321,-0.241899,-0.973852,-1.315508,0.593429,-1.457472,-0.160052,-0.588364,-0.041607,-0.450434,1.267585
T84,0.202341,-0.693281,0.481458,1.933817,-0.216802,0.215051,2.175516,0.409571,-0.523699,1.583013,0.297312,-1.263181,0.415404,-1.753807,-1.16817,-0.887992,-1.348363,-0.049935,-1.118437,-0.887132,0.7531,-0.518298,-0.832597,-0.802644,0.136427,-0.061843,-1.2042,0.571049,0.186578,-0.063118,-0.900413,0.888749
TC71,-0.251614,-0.048554,0.071277,1.035588,-0.420688,-0.673289,0.384194,1.253876,0.155323,1.199447,-0.015465,-0.50186,0.810706,-1.195011,-0.952035,-0.367751,-2.097301,0.995927,-0.313792,-0.704991,0.871872,-0.057352,-0.257046,-0.569278,-0.98886,0.161357,-0.428163,0.132075,-0.184527,-0.675335,-0.853532,1.259262
TE11,0.606055,-1.011693,0.608878,0.546404,-0.222165,-0.795512,0.422372,0.895245,-0.235719,0.100015,-0.307142,-0.005533,0.350203,-1.065119,-0.379958,0.183232,-0.337296,0.196085,-0.159031,-0.601401,1.317586,0.328518,-0.472858,-1.308201,-0.643008,0.547645,-1.406342,0.399163,-0.141326,0.424658,-0.233002,0.323237
TE4,-0.085087,-0.700835,0.245553,1.118446,-0.768733,0.549332,0.591888,1.282703,0.21963,0.880162,-0.715023,-0.198751,-0.44647,-1.064459,-1.407269,-0.651342,-1.416467,-0.989115,-1.240606,-0.565537,0.962897,-0.264021,0.381422,-0.228987,0.230044,-0.39805,-1.885636,1.478262,0.657348,-0.137495,-1.113241,1.953066
TE441T,0.300314,-0.155114,0.909225,1.253562,-0.759929,-0.32938,1.457027,0.802536,-0.203867,0.853719,-0.511414,-0.242869,-1.515198,-1.589565,-0.84843,-0.596276,-0.955565,-0.296574,-0.146009,-0.733162,1.458152,-1.024153,-0.032057,-1.156326,-0.528593,-0.228893,-0.994054,0.692807,-1.38486,0.680583,-0.187276,1.300061
TE5,0.957146,-0.866134,0.324485,1.484002,0.44532,-0.260692,1.826543,0.483484,-0.232684,1.388842,0.027801,-0.513035,0.583125,-1.651543,-1.495985,-0.014252,-0.474896,0.255106,-0.599908,-1.623797,1.024812,-0.363712,0.030343,-2.27566,-0.121905,-1.271174,0.19016,1.131943,-0.739626,-0.2911,-0.458718,1.583857
TE6,0.522067,-0.190513,0.508028,1.396192,-0.857468,-0.180905,1.435342,0.722229,-0.510324,1.033983,-0.574044,-0.285536,0.856046,-1.679651,-1.371277,-0.530156,-0.249461,0.140494,-0.136633,-1.262346,0.826547,0.146163,-0.094452,-0.910969,-1.831318,0.09768,-1.216374,-0.209601,-0.791456,-0.536876,-0.539744,0.904012
TE8,0.581401,0.565289,0.692378,1.70231,0.347753,0.41873,2.28076,0.404351,-0.759294,0.854063,-0.040758,-0.009024,1.150824,-1.624674,-1.256772,-0.969335,0.204599,0.099506,-0.92786,-1.376838,0.926472,-0.557109,-0.204309,-1.896965,-0.856543,1.069002,-0.612966,0.783095,0.076784,0.668507,-1.398442,0.963436
TOV112D,-0.050428,-0.332689,0.307966,0.854081,-0.056013,-0.148008,0.755903,-0.544801,-0.828596,0.109251,-0.451416,-0.894346,-0.074211,-1.919173,-1.283319,-0.934374,-1.141048,-0.432007,-0.719193,-1.432453,1.490364,0.043184,0.012851,-1.406777,-0.1949,0.42383,-0.743004,1.067664,-0.195144,0.250425,-0.358935,1.648351
TYKNU,0.065125,-0.358222,0.779081,1.592285,0.035303,0.331709,0.761177,0.228915,-0.32331,0.144115,1.25644,-0.176742,0.186625,-2.043137,-1.84971,-0.509635,-0.889145,0.064894,-0.98391,-0.645767,2.059941,-0.084669,-0.607615,-1.06027,0.269143,0.788399,-0.706852,1.061799,-0.533802,0.041854,-0.901878,1.87461
U2OS,1.155418,-0.431288,0.209061,1.553183,-0.344626,0.093295,1.333306,1.617287,-1.108582,1.162804,-0.840185,-1.358036,0.357946,-2.017229,-2.258667,-1.396112,-1.004648,0.79833,-0.604463,-1.366711,1.687182,-0.236627,-0.648158,-2.117803,-0.639322,0.029242,-0.711452,0.749764,-0.29074,-0.428274,-1.284688,2.035703
U87MG,0.735623,-1.32594,0.199647,1.104907,-0.163817,-0.624657,1.484872,0.625587,-0.526671,0.158502,-0.760821,-0.983664,0.420463,-1.536532,-2.028008,0.224834,-1.121855,1.064361,-1.185806,-2.358274,1.596887,-0.090742,0.081506,-1.677953,-0.535721,-0.149994,-1.247306,0.778606,-0.4799,0.027186,-0.68896,1.59298
UACC257,-0.005393,-0.344058,-0.91555,1.456763,-0.310273,0.012519,1.68216,1.056583,-1.62991,0.595664,-1.3728,-1.13986,0.184736,-1.56263,-1.798494,-0.637659,-1.17478,0.00465,-1.316452,-1.410823,0.993191,0.036826,-0.116579,-1.226047,-0.145633,-0.708953,-1.614728,0.004385,-1.597252,-0.851789,0.528511,2.435349
UACC812,1.467358,0.272945,0.292414,1.368938,0.054408,-0.02104,1.328693,0.030978,1.163064,0.485093,-0.637483,-0.420314,0.126443,-1.898138,-1.123115,-0.638146,-1.618655,0.241017,-1.162161,-0.734473,2.086616,-0.177468,-0.570208,-2.072114,-0.549973,0.281764,-1.366111,0.144689,-0.911549,-0.310438,-1.807624,1.346363
UMUC3,0.150131,0.474689,0.197676,1.511902,-0.105298,0.430404,2.1054,0.687608,-0.675972,0.174534,-0.553107,-0.651751,0.502673,-1.575791,-1.314219,0.104776,-0.01399,0.355665,-0.29786,-1.494141,1.960609,0.320004,0.567242,-1.282892,-0.842331,-0.593724,-1.09441,1.1172,-0.715587,0.120283,-0.139686,1.58716
VMRCRCZ,1.46572,-1.679118,0.441623,2.018294,-0.790539,-0.212523,2.71247,1.444674,-0.465221,0.40703,-1.362503,-0.559014,0.078261,-3.895808,-2.318663,-0.216604,-0.868059,0.604401,-1.16328,-1.611159,2.062113,0.188277,0.247484,-1.85947,-0.791999,0.828464,-1.759499,-0.131188,-0.250542,-0.947995,-0.351713,2.966273
WSUDLCL2,0.710218,0.533366,0.374429,0.628996,0.153703,-1.06452,0.447716,-0.369212,-0.029916,-0.437979,-0.706496,0.687879,0.594256,-0.472817,-0.332016,-0.262304,0.03574,-0.260709,0.273459,-0.474028,0.150686,-0.044694,-0.278959,-0.186205,-0.402622,0.261553,0.324812,-0.267224,-0.21307,0.158897,-0.365973,0.687897
YH13,0.671503,0.432012,0.210504,0.736098,-0.33943,-0.669504,1.534277,0.02756,0.794301,1.078115,-0.361118,0.064458,-0.626569,-0.255196,-1.662653,-0.50604,-1.730957,0.492285,-1.27307,-1.068872,0.889855,-0.717871,-0.348643,-1.016672,-1.072342,-0.286464,-0.580891,1.5991,-0.237403,-0.689891,-0.660601,1.484314
ZR7530,0.524651,0.256856,1.020669,2.598321,-0.486905,0.33309,2.140256,0.594937,0.42765,-0.148576,-1.021852,-0.969252,1.594831,-1.79043,-1.681685,-0.957019,-0.212956,0.62663,-0.789847,-1.898647,2.03887,-0.443778,-0.009742,-1.70177,-0.58288,0.140441,-0.865813,-0.954401,-0.590743,-0.051829,-0.273709,2.575534
